what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462177862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462179032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462180054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462181394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462227064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462235237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462249377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1347462252946
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347462255196
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347462262216
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347462265426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347462351875
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1347462354486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347462354572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347462359941
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347462372966
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347462374074
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347462375656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347462389909
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1347462393547
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1347462393560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347462393907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347462402352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462404044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462404143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462404149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462404198
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347462404216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347462405822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463044929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463066396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463067830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347463067878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463070259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463220420
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347463222981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463228554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463235265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1347463235286
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347463236958
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347463252059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463254442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463342436
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347463342477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463344512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463620543
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347463628679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463641435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463807979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463808992
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347463864440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463865596
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347463865628
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347463871353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463880027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463888915
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347463888979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463892809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463909090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463910235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463921569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347463923965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464014133
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347464016090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1347464018561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464023849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464026350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464030905
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347464032561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464036757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464042035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464042069
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464044076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464055822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464059333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464059387
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464063939
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464065105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464066046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464067040
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464071236
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347464071836
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464073484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464074634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464107117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464110215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464117773
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347464118913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464121602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464123696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347464123711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464124284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464161735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1347464163869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464165042
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464170750
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347464172765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464181248
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464190487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464193062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464194799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464197444
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464197491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464203061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464207459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464210272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464223061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347464238297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347464246881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347464254830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464261703
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464276996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464277005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464277032
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464278322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464296061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464311594
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464311620
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347464311641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464329340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464359727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347464359776
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347464361396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347464367405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464379451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464505712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347464508153
