what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349383971790
started,bundle,org.testng.eclipse,6.4.0.20120308_1617,"org.testng.eclipse",1349383974112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349383981578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349383981759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349383986082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349383993607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384094267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384095949
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1349384103002
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1349384103157
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1349384103851
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1349384103897
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349384110336
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349384115748
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1349384119718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384190830
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1349384228198
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349384228799
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1349384230457
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384231113
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349384235028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384238813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384252998
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384253444
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384253503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384257061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384257204
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1349384257820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349384258134
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384261263
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1349384383264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349384392273
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384408794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349384417091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384418646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384502255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384504518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384813721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384823576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384859614
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349384882106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1349384887740
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384889017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349384892746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349384902102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384907642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384911374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349384912388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384915151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384923572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349384926251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384929333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384944357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384951403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384988749
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349384988930
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349384995194
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349384995500
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349384995940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349384996292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349384998323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385059334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385060588
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385064859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385065992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385068928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385071103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385075818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385087243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385094204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385099729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385112542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385121992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385124888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385140586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385167733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385172124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349385177994
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1349385183782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385188663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385192644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385226910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385235916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385236272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385239228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385250333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385602361
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385610077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385614645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349385617467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385628378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385633469
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385634426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385637728
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385639037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385655084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385655221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349385670352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385677779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385677894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385685637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385834123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385844317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385851875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385857155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385939398
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385939539
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349385942164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385947227
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385949059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385949178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349385949195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385953298
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385961599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349385961706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349385961760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349385969948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386096800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386110086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349386110134
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1349386111910
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1349386111912
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1349386113890
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1349386113915
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1349386114065
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1349386114107
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1349386115618
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1349386117063
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1349386120551
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1349386121005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386136816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386142058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386144540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386145594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386145919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386146228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386146575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386146925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386147309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386147667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386149337
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349386151026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386155070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386216353
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349386236124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386238007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386245193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386249049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386513101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386517245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386525275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386539620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386540011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386540373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386545556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386545848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386546224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386546587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386546969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349386547905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386550495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386557458
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349386578627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349386583925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386589475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386589688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386600061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386633371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386670456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386886440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386889432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386891753
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349386906377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386910002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386934968
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349386935475
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349386935530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386939339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349386939461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386963711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386964425
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349386966131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386966755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386986364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349386999026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349387003921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349387005419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387009041
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349387012999
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349387013415
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1349387013828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387015017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387019758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349387030704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349387030851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387033165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387039410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387040671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387041165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387041516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387041943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387042598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387043370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387043818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387044293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349387044745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387047323
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349387051358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349387052001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349387057316
